spam,subject,length,message
0," dr . michelle foss - energy institute  christie ,  i am forwarding you a message i have rec",378,dr michelle foss energy institute christie forwarding message received university houston help good relationship uoh vince forwarded vince j kaminski hou ect pm aisha jamal pm please respond aisha uh edu vkamins ect enron com cc mmfoss uh edu dr michelle foss energy institute dear mr kaminski writing ask favor dr michelle foss know running new era program may may th dr foss wondering may nd pm pm would able bring participant tour trading floor time people since people maximum really trading floor need company among divide participant time floor coral energy working duke contacting mr paul robert arrange reliant energy trading floor hoping much would able direct right person contact arrange tour possiblity really appreciate help much thank best regard aisha jamal energy institute
0, rice / enron finance seminar series  fyi !  - - - - - - - - - - - - - - - - - - - - - - for,237,rice enron finance fyi forwarded crenshaw hou ect barbara ostdiek pm ostdiek rice edu cc rice enron finance enron finance jones graduate management rice university paul university notre dame give jones friday march make market begin room paper made available
0," storage model security  stinson ,  i have added a time bomb and security file check to the ",56,model added time bomb file check model ready release brad improve model feed back zimin
0, re : meeting w kevin hannon  vince and stinson :  carol brown called and we have scheduled ,120,meeting w kevin hannon vince carol brown called scheduled meeting pm thursday may kevin office eb thanks gibner pm crenshaw hou ect ect cc meeting w kevin hannon could call carol brown set time vince meet kevin hannon later week thanks
0," e - mail and voicemail retention policy  as a reminder , ena  , s policy regarding retenti",149,e mail voicemail retention policy reminder ena policy regarding retention electronic mail including lotus note mail internet e mail cc mail voicemail follows message location maximum retention inbox day message log sent mail day trash rollover inbox day bulletin board day folder archive e mail placed folder archive one year voicemail day e mail voicemail older maximum retention automatically responsible monitoring compliance policy exception policy requires approval mark haedicke richard mark frevert mark haedicke
0, approval is overdue : access request for stephen . bennett @ enron . com  this request has ,118,approval overdue access request bennett enron com request pending approval day alternate please click approval review act upon request request id approver gibner enron com request create date pm requested bennett enron com resource name enehou houston common research read write resource type directory
0," re : hi vince  hi jeff ,  no problem . as soon as we have an agreement in place ,  i shall ",277,hi vince hi jeff problem soon agreement place shall start working vince pm please respond vince j kaminski enron com cc hi vince hi vince contact info jeff wesley ziplip com net work mri usa robertwalters uk also underwrite deal example current account merrill lynch current company work include energy sacramento energy calpine energy morgan dean job order sent chicago mercantile exchange energy hope make firewall partner london robertwalters sent guy browse pop later thanks vince jeff get free online email http www ziplip com
0," agenda for larry thorne ' s presentation and meetings , friday , may  4 th  attached is the",82,agenda larry thorne presentation meeting friday may th attached agenda larry thorne presentation friday may th scheduled vasant krishna take lunch please let know would like go make reservation thanks
0, raptors  here is the most recent version of the spreadsheet and the accompanying  assumptio,30,raptor recent version spreadsheet accompanying assumption
0," re : faculty lunch  alison ,  i recommended inviting duane seppi and steven shreve . i woul",315,faculty lunch alison recommended inviting duane seppi would also invite brian routledge know heard many good thing kevin kindall may recommendation vince enron north america corp mary alison bailey pm crenshaw hou ect ect vince j kaminski hou ect ect kevin kuykendall hou ect ect kevin kuykendall hou ect ect cc kristin gandy na enron enron faculty lunch kristin interested faculty lunch kevin would host professor would recommend invited list finance faculty robert andrew cmu edu richard green andrew cmu edu david heath heath andrew cmu edu christine andrew cmu edu brian routledge andrew cmu edu duane seppi d andrew cmu edu andrew cmu edu chester spatt c z andrew cmu edu christopher andrew cmu edu andrew cmu edu
0, 2 - survey / information email 5 - 7 - 01  current notes user :  to ensure that you experie,355,information email current note user ensure experience successful migration note outlook necessary gather individual user information prior date migration please take minute completely fill following finish click reply button hit send automatically sent outlook migration mailbox thank outlook migration team full name login id extension office location type computer desktop laptop pda yes type none ipaq palm pilot jornada permission access anyone email calendar yes anyone permission access email calendar yes responsible updating anyone else address book yes anyone else responsible updating address book yes access calendar yes calendar distribution group messaging maintains mass mailing yes please list please list note database application currently use effort plan exact date time migration also need know normal work hour office near future vacation leave etc mm dd yy mm dd yy
0," promotion  vince , i want to congratulate you on your promotion to managing director ! as  ",114,promotion vince want congratulate promotion managing director list people promoted pleased see name list large enron refreshing see people like incredible skill talent receive deserving promotion certainly enjoyed working r team past year look forward successful break new ground et kim
0, re : petronas benchmarking visit  fyi  the list of the delegates from petronas .  vince kam,220,petronas benchmarking visit fyi list delegate petronas vince kaminski forwarded vince j kaminski hou ect pm khairuddinbmjaafar petronas com please respond khairuddin mjaafar petronas com vince j kaminski enron com cc petronas benchmarking visit vince list delegate kind perusal iqbal abdullah general manager nur azmin abu bakar head risk assessment control zulkifli rahim head risk measurement adnan adam head project thanks regard khairuddin
0, request submitted : access request for jeremy . waggenspack @ enron . com  you have receive,116,request submitted access request jeremy enron com received email listed alternate data approver please click approval review act upon request request id approver gibner enron com request create date requested jeremy enron com resource name enehou houston common research read write resource type directory
0," * special notification * aurora version 5 . 5 release , what ' s new ?  iv  friends :  i sp",527,notification aurora version release new iv friend last week regarding new version aurora due released tomorrow broken lot new ground version version serve official launch eastern worked closely eastern customer responded need market enhancement aurora modeling enhancement energy resource hydro market area limit number area transmission congestion pricing price cap risk analysis modeling enhancement via vb scripting update data capability general capability aurora run time speed improved file transfer epi interface enhancement reporting enhancement marginal resource reporting resource operation reporting resource stack detail consolidated aurora database east central aurora database market area modeled market area new york iso wscc aurora database updated ipp resource ercot aurora database updated resource database updated use new modeling capability aurora continues grow meet need market made procedural change continue offer free day demo company want take look model get brief idea think feel day demo period offer either discount moving full license offer day trial also offer option licensing model annual license priced follows user user pc limited use user multiple pc multiple user pc two user user pc site license unlimited user pc excluding affiliate affiliate site unlimited user pc including affiliate additional information please contact speak aurora help operation project v todd wheeler sale manager epi inc tel x fax www epi com todd epi com new version information doc
0, fwd : update  return - path :  received : from rly - yeo 2 . mx . aol . com ( rly - yeo 2 .,531,fwd update return path received rly yeo mx aol com rly yeo mail aol com air yeo mail aol com v rl esmtp fri oct received postmaster enron com outbound enron com rly yeo mx aol com v rl esmtp fri oct received nahou msmswolpx corp enron com postmaster enron com postmaster esmtp id fri oct cdt gibner enron com received ene mtaol enron com unverified nahou msmswolpx corp enron com content technology esmtp id fri oct update vkaminski aol com cc vince j kaminski enron com x mailer lotus note release march message id date fri oct x mimetrack serialize router ene mtaol enron release intl march pm mime version content type text plain charset u ascii vince quick update job candidate nelson neale relayed request norman told nelson offer progress mention number charles shen left message would get back next week detail offer interviewed phone tom barkley thunderbird brought attention enron recruiter look interesting trying visit enron finish bird december mba bachelor honour mathematics great weekend
0," altos na gas model  kim , i know you have been interested in the development of a long term",393,alto na gas model kim know interested development long term natural gas model use ets revenue management effort agree ability model various demand north america prove useful ets business development effort particular predicting impact new large alaskan gas n pipeline grid know vince kaminski feel product developed dale nesbitt marketpoint inc los alto hill ca may good choice one readily available relatively short time marketpoint proposed work u office week intensive training testing make informed decision ordering proposed charge plus expense one week cost applied first year subscription price approx yr decide go forward detail timing ene resource required necessary interface etc still need worked believe generally consensus proceed test recent relocation clean fuel group longer responsible alaskan pipeline development however danny mccarty pulling together team consisting people nng nbp elsewhere ets push project forward believe eric gadd playing key role well decision long term gas model appropriately made new project team attached draft proposed marketpoint license agreement yet fully reviewed legal c affiliate issue let know provide background assistance jng
0, power market research  i came across the attached report which margaret carson thought woul,649,power market research came across attached report margaret carson thought would interest jennifer forwarded thome hou ect jessica burry theresa pdx ect ect mollie gustafson pdx ect ect pdx ect ect crystal hyde pdx ect ect angela pdx ect ect andy chen pdx ect ect jim gilbert pdx ect ect ed clark pdx ect ect jeff pdx ect ect jim pdx ect ect dave fuller pdx ect ect laura hou ect ect thomas hou ect ect christopher f calger pdx ect ect michael hou ect ect chris pdx ect ect todd perry pdx ect ect jeffrey oh pdx ect ect elliot mainzer pdx ect ect jeff g slaughter pdx ect ect page pdx ect ect thome hou ect ect terry w donovan hou ect ect glenn enron communication enron communication michael danielson sf ect ect dyer sf ect ect april sf ect ect michael mcdonald sf ect ect cc power market research forwarded jessica burry pdx ect christopher f calger jessica burry pdx ect ect cc power market research pls send group forwarded christopher f calger pdx ect chip schneider enron enronxgate cdt louise kitchen hou ect ect christopher f calger pdx ect ect w david duran hou ect ect cc power market research piece deutsche bank good macro overview electricity demand fundamental little long side page good discussion nerc north american electric reliability council region beginning page
0, re : visit to houston  fyi  - - - - - - - - - - - - - - - - - - - - - - forwarded by stinso,383,visit houston fyi forwarded gibner hou ect pm nick bambos gibner enron com cc visit houston quick note let know looking trying rearrange couple thing like giuseppe possibly eric come need coordinate made nice progress like present also integrate eric targeting friday around end february begining march let know soon possibility stabilize best nick gibner enron com wrote nick hope thing going well busy start planning next trip houston sure getting full soon perhaps could give people enron broadband overview area interest within research group sure could also benefit view current technology evolving certain date would potentially work please let know email give call looking forward talking
0, ees risk management presentations for october 25 .  please have your presentations to me by,162,ee risk management presentation october please presentation friday october take couple day get material back copy center presentation put new binder time take day put everything together binder therefore material copy center friday afternoon order get back monday afternoon tuesday morning need tuesday get everything assembled binder thus necessity completed presentation friday morning vince basket option binary digital option krishna barrier option complex structure thanks help regard anita
0," re : vacation  vince :  i just found out that it is friday , april 7 and not friday , march",178,vacation vince found friday april friday march st want take vacation alright thanks vince j kaminski pm crenshaw hou ect ect cc vacation problem vince crenshaw pm vince j kaminski hou ect ect cc kevin g moore hou ect ect william smith corp enron enron vacation vince would like take following day vacation wednesday march th friday march st please let know ok thanks
0, re : research and development charges to gpg  here it is !  - - - - - - - - - - - - - - - -,325,research development charge gpg forwarded crenshaw hou ect vince j kaminski pm vera apodaca et enron enron cc vince j kaminski hou ect ect crenshaw hou ect ect pinnamaneni krishnarao hou ect ect research development charge gpg vera shall talk accounting group correction vince pm vera apodaca enron vera apodaca enron vera apodaca enron pm pm pinnamaneni krishnarao hou ect ect cc vince j kaminski hou ect ect research development charge gpg per mail dated june kim watson occurred true july fist six month reviewing july actuals able locate entry would pls let know whether entry made intend process thanks
0," re : receipts from visit  jim ,  thanks again for the invitation to visit lsu .  shirley wi",262,receipt visit jim thanks invitation visit lsu fedex receipt tomorrow vince james r garven pm vince j kaminski cc receipt visit dear vince thanks taking time visit faculty got lot presentation favor ask concerning expense reimbursement process mail travel lodging receipt secretary joan payne following address joan payne department finance ceba louisiana state university baton rouge la thanks jim garven james r garven william h wright jr endowed chair financial department finance ceba e j ourso college business administration louisiana state university baton rouge la voice fax e mail jgarven lsu edu home page http garven lsu edu vita http garven lsu edu dossier html research paper archive http garven lsu edu research html
0, re : enron case study update  wow ! all on the same day . that ' s super . thank you so ver,538,enron case study update wow day super thank much vince coming baylor monday next week hash question list thanks john pm wrote good afternoon john want drop line update andy fastow confirmed one hour interview slot mr fastow monday december th noon addition interview mr lay mr outline question please hesitate contact regard cindy forwarded cindy derecskey corp enron pm cindy derecskey john martin cc vince j kaminski hou ect ect christie patrick hou ect ect enron case study document link cindy derecskey pm good afternoon john hope thing well writing update meeting andy fastow ken lay jeff arranged following meeting date time ken lay jeff still trying work andy fastow jeff december th p ken lay december th p also attempt meeting andy fastow december th convenience also allow u possibly additional meeting th needed let know soon successful regard cindy derecskey university affair enron corp john martin carr p collins chair finance finance department baylor university po box waco tx office fax j martin baylor edu web http hsb baylor edu html martinj home html
0," re : interest  david ,  please , call shirley crenshaw ( my assistant ) ,  extension 5 - 52",295,interest david please call crenshaw assistant extension set vince david p dupre pm vince j kaminski hou ect ect cc interest time available next day thanks david vince j kaminski pm david p dupre hou ect ect cc vince j kaminski hou ect ect interest david please stop chat minute vince david p dupre vince j kaminski hou ect ect cc interest may meet discus interest joining group quantitative discipline highly thanks david forwarded david p dupre hou ect david p dupre hou ect ect cc interest vince kaminski
0, news : aurora 5 . 2 update  aurora version 5 . 2  - the fastest model just got faster -  ep,465,news aurora update aurora version fastest model got faster epi announces release aurora version aurora electric market price forecasting tool already power speed combined powerful chronological dispatch model capability market day year add risk analysis powered user monte carlo latin modeling enough portfolio analysis power please critic input output excel access table got one powerful tool market month ago expanded emission modeling capability added quarterly database update increased speed entire model made enough done operation included two new reporting enhancement first marginal reporting fuel resource group resource ability display resource stack information graphical dispatch order form enhancement include dual fuel modeling improved transmission modeling greater access hourly result ability model monthly emission rate moreover database central eastern texas western market updated use new modeling capability continue make aurora easier use version enhances user control modeling editing input viewing aurora output client exploit power aurora greater control input output vb scripting aurora new update data capability provides mean change data element attached information fastest flexible tool kind additional information please visit website www epi com contact sale department ask day demo v todd wheeler sale manager epi inc tel fax www epi com todd epi com new version information doc technical information aurora v doc
1,Your Amazon was used on new device,17,your refund processed claim complete within
1,Re: Your Google inquiry,22,hi following google application rate dropped apply now stop opt out
1,PayPal Funds Release,11,held verification confirm id
1,Your Netflix subscription suspended,16,unusual login detected russia account now account suspended
1,Your Amazon was used on new device,21,immediate action required your subscription payment failed update payment or call
1,Payment overdue notice #ID2039,17,your package delivered tracking update now do ignore
1,You've been selected for Maldives trip,16,your refund processed claim complete within
1,Free iPhone 15 Pro with survey!,18,microsoft requires immediate password update click failure within cause lockout
1,Security alert: 2 failed login attempts,25,dear winner your email annual lottery click here claim expire unsubscribe remove
1,Missed delivery confirmation D-89231,14,parcel returned warehouse reschedule pay redelivery fee
1,URGENT: Third Delivery Attempt Failure Notification,72,our record indicate multiple unsuccessful delivery attempt parcel dhl the package returned within hour unless immediately authorize redelivery fee pickup local facility visit resolution portal package contains document requiring signature confirmation failure act may result custom destruction international contact virtual assistant option
1,Renew Apple subscription 70% off,19,see messaged paypal view now offer membership
1,You've been selected for Maldives trip,19,your package delivered tracking update now do ignore
1,Re: Your Netflix inquiry,23,dear winner your email annual lottery click here claim expire unsubscribe stop
1,Google: Password expiration,21,hi following apple application rate dropped apply now stop opt out
1,Free iPad with survey!,17,your package delivered tracking update now do ignore
1,Missed delivery confirmation ZX-902,14,your refund processed claim complete within
1,Walmart Delivery Issue,11,missing item refund confirm address order
1,Facebook: Password expiration,15,amazon requires immediate password update click failure within cause lockout
1,Final notice: Your Netflix will end,19,your package delivered tracking update now do ignore
1,Security alert: 5 failed login attempts,20,see messaged apple view now offer membership
1,Security alert: 2 failed login attempts,16,your refund processed claim complete within
1,Re: Your Facebook inquiry,14,invoice ready view dispute within
1,Payment overdue notice #7842,14,your refund processed claim complete within
1,Missed delivery confirmation ZX-902,22,hi following netflix application rate dropped apply now stop opt out
1,Crypto Opportunity: 400% ROI guaranteed,18,your package delivered tracking update now do ignore
1,Missed delivery confirmation ZX-902,17,your package delivered tracking update now do ignore
1,Google Suspension Notice,11,account termination appeal ref
1,Your Apple was used on new device,21,immediate action required your subscription payment failed update payment or call
1,Netflix: Password expiration,17,immediate action required your subscription payment failed update payment or call
1,SSA Tax Refund Approval #R-2873-UK,17,netflix requires immediate password update click failure within cause lockout
1,IRS Tax Refund Approval #R-23948,15,invoice ready view dispute within
1,Delivery Problem AB-123,17,see messaged netflix view now offer membership
1,Best Buy Order Canceled,10,fraud prevention
1,Inheritance claim from late relative,24,dear winner your email annual lottery click here claim expire unsubscribe stop
1,Security alert: 5 failed login attempts,16,invoice ready view dispute within
1,Stock Trading Account Restricted,11,suspicious activity pattern case
1,Re: Your Apple inquiry,18,immediate action required your subscription payment failed update payment or call
1,Microsoft Security Alert: Account Frozen,19,immediate action required your subscription payment failed update payment or call
1,Critical Firewall Breach Alert,37,unauthorized access detected ukraine ip account immediately case failure respond within trigger account suspension protocol potential data wipe all connected device run deep scan
1,Facebook: Password expiration,13,your refund processed claim complete within
1,Renew Microsoft subscription 75% off,15,invoice ready view dispute within
1,Amazon Security Alert: Account Frozen,15,invoice ready view dispute within
1,Google: Password expiration,16,your package delivered tracking update now do ignore
1,Missed Package Delivery ALERT,17,attempt failed parcel dhl reschedule pay redelivery fee
1,Facebook Security Alert: Account Frozen,15,invoice ready view dispute within
1,Renew Microsoft subscription 90% off,17,apple requires immediate password update click failure within cause lockout
1,Re: Your Apple inquiry,14,your refund processed claim complete within
1,Re: Your Amazon inquiry,16,unusual login detected nigeria account now account suspended
1,Bank of America Overdraft Alert,24,overdraft incurred prevent fee acct immediate payment required avoid credit reporting account closure procedure
1,URGENT! Claim your $2500 prize now!!!,20,see messaged facebook view now offer membership
1,Security alert: 7 failed login attempts,20,see messaged facebook view now offer membership
1,Inheritance claim from late relative,15,your refund processed claim complete within
1,Facebook Refund Notification #R-23948,18,see messaged microsoft view now offer membership
1,Your Google subscription suspended,14,invoice ready view dispute within
1,Dell Warranty Expired,10,critical driver update renew
1,Your invoice is available,16,unusual login detected russia account now account suspended
1,Free iPad with survey!,23,dear winner your email annual lottery click here claim expire unsubscribe remove
1,Microsoft Refund Notification #RP-3344,16,google requires immediate password update click failure within cause lockout
1,You've been selected for Maldives trip,16,your refund processed claim complete within
1,New message from your match,17,facebook requires immediate password update click failure within cause lockout
1,URGENT! Claim your $5000 prize now!!!,20,see messaged paypal view now offer membership
1,Inheritance claim from late relative,24,dear winner your email annual lottery click here claim expire unsubscribe unsubscribe
1,Delivery Problem EF-789,13,your refund processed claim complete within
1,Your invoice is available,14,invoice ready view dispute within
1,You've been selected for cruise,19,see messaged amazon view now offer membership
1,FedEx Delivery Failed,12,redelivery fee required pay now trk
1,Netflix: Password expiration,13,invoice ready view dispute within
1,FBI Tax Refund Approval #RP-3344,19,immediate action required your subscription payment failed update payment or call
1,Payment overdue notice #7842,16,unusual login detected china account now account suspended
1,Inheritance claim from late relative,19,see messaged microsoft view now offer membership
1,Your Google subscription suspended,18,see messaged facebook view now offer membership
1,Dell Warranty Void Notification,21,unauthorized hardware modification detected reinstate coverage technical replacement suspended effective immediately
1,Your Netflix was used on new device,20,your package delivered tracking update now do ignore
1,Your Microsoft was used on new device,21,see messaged microsoft view now offer membership
1,Facebook: Password expiration,21,hi following paypal application rate dropped apply now stop opt out
1,Your Facebook subscription suspended,16,unusual login detected russia account now account suspended
1,Renew Amazon subscription 75% off,15,invoice ready view dispute within
1,URGENT! Claim your $500 prize now!!!,18,apple requires immediate password update click failure within cause lockout
1,Missed delivery confirmation ZX-902,18,immediate action required your subscription payment failed update payment or call
1,Your Google subscription suspended,16,unusual login detected china account now account suspended
1,Microsoft Security Alert,11,suspicious activity detected verify account case
1,Missed delivery confirmation ZX-902,16,google requires immediate password update click failure within cause lockout
1,Final notice: Your Microsoft will end,18,apple requires immediate password update click failure within cause lockout
1,Inheritance claim from late relative,15,invoice ready view dispute within
1,Missed delivery confirmation ZX-902,14,invoice ready view dispute within
1,Amazon Refund Notification #R-2873-UK,16,unusual login detected russia account now account suspended
1,Your Microsoft was used on new device,21,galaxy logged minute ago verify if you account
1,URGENT! Claim your $2500 prize now!!!,18,unusual login detected nigeria account now account suspended
1,Re: Your Google inquiry,18,galaxy logged minute ago verify if you account
1,Microsoft Azure Credit Expiring,12,free credit expires upgrade subscription
1,eBay Seller Account Hold,23,buyer complaint require resolution respond store all listing deactivated fund held dispute resolution process completed
1,Renew PayPal subscription 70% off,19,ipad pro logged minute ago verify if you account
1,Microsoft Refund Notification #R-23948,14,invoice ready view dispute within
1,Your Google was used on new device,21,immediate action required your subscription payment failed update payment or call
1,Your invoice is available,14,your refund processed claim complete within
1,FBI Tax Refund Approval #R-23948,24,dear winner your email annual lottery click here claim expire unsubscribe remove
1,Re: Your PayPal inquiry,18,immediate action required your subscription payment failed update payment or call
1,Free AirPods with survey!,16,facebook requires immediate password update click failure within cause lockout
1,Missed delivery confirmation EF-789,22,hi following apple application rate dropped apply now stop opt out
1,Free iPhone 15 Pro with survey!,20,see messaged netflix view now offer membership
1,URGENT! Claim your $1000 prize now!!!,18,unusual login detected nigeria account now account suspended
1,Netflix Refund Notification #R-23948,16,microsoft requires immediate password update click failure within cause lockout
1,Your Google was used on new device,19,netflix requires immediate password update click failure within cause lockout
1,Payment overdue notice #7842,16,apple requires immediate password update click failure within cause lockout
1,Your Amazon subscription suspended,17,your package delivered tracking update now do ignore
1,Renew Netflix subscription 75% off,17,unusual login detected russia account now account suspended
1,IRS Tax Refund Approval #R-7842,18,you eligible tax refund claim confirm identity immediately
1,Your invoice is available,23,dear winner your email annual lottery click here claim expire unsubscribe remove
1,Missed delivery confirmation AB-123,18,galaxy logged minute ago verify if you account
1,New message from lonely heart,18,your package delivered tracking update now do ignore
1,Urgent: Suspicious Login Attempt,15,account locked due breach verify now ref
1,Amazon Refund Notification #RP-3344,14,invoice ready view dispute within
1,Suspicious activity on Facebook account,19,immediate action required your subscription payment failed update payment or call
1,Final notice: Your Facebook will end,18,unusual login detected romania account now account suspended
1,Your invoice is available,18,see messaged google view now offer membership
1,Re: Your Google inquiry,17,your package delivered tracking update now do ignore
1,You've been selected for Maldives trip,24,hi following amazon application rate dropped apply now stop opt out
1,Your invoice is available,16,google requires immediate password update click failure within cause lockout
1,Final notice: Your Apple will end,21,iphone pro logged minute ago verify if you account
1,Re: Your Google inquiry,14,your refund processed claim complete within
1,You've been selected for cruise,18,your package delivered tracking update now do ignore
1,New message from secret admirer,19,immediate action required your subscription payment failed update payment or call
1,Crypto Opportunity: 200% ROI guaranteed,24,dear winner your email annual lottery click here claim expire unsubscribe unsubscribe
1,Facebook eGift card for loyal customers,25,dear winner your email annual lottery click here claim expire unsubscribe remove
1,Crypto Opportunity: 500% ROI guaranteed,15,your refund processed claim complete within
1,New message from attractive single,24,dear winner your email annual lottery click here claim expire unsubscribe stop
1,USPS Package Held,12,custom fee required pay now trk
1,Your Google subscription suspended,18,immediate action required your subscription payment failed update payment or call
1,New message from secret admirer,17,unusual login detected nigeria account now account suspended
1,Crypto Opportunity: 400% ROI guaranteed,19,immediate action required your subscription payment failed update payment or call
1,New message from your match,19,see messaged google view now offer membership
1,Payment overdue notice #2873,18,immediate action required your subscription payment failed update payment or call
1,Your Facebook subscription suspended,14,your refund processed claim complete within
1,Inheritance claim from late relative,17,unusual login detected nigeria account now account suspended
1,Security alert: 7 failed login attempts,19,your package delivered tracking update now do ignore
1,Crypto Opportunity: 200% ROI guaranteed,17,unusual login detected china account now account suspended
1,Re: Your Microsoft inquiry,23,dear winner your email annual lottery click here claim expire unsubscribe unsubscribe
1,Your Apple was used on new device,21,macbook air logged minute ago verify if you account
1,Final notice: Your PayPal will end,25,dear winner your email annual lottery click here claim expire unsubscribe unsubscribe
1,Delivery Problem EF-789,22,dear winner your email annual lottery click here claim expire unsubscribe stop
1,Crypto Opportunity: 400% ROI guaranteed,23,hi following facebook application rate dropped apply now stop opt out
1,Crypto Opportunity: 400% ROI guaranteed,23,hi following paypal application rate dropped apply now stop opt out
1,Google Refund Notification #RP-3344,18,immediate action required your subscription payment failed update payment or call
1,Suspicious activity on PayPal account,19,immediate action required your subscription payment failed update payment or call
1,Security alert: 7 failed login attempts,24,hi following apple application rate dropped apply now stop opt out
1,Security alert: 2 failed login attempts,18,unusual login detected russia account now account suspended
1,Microsoft Refund Notification #R-2873-UK,14,your refund processed claim complete within
1,PayPal Refund Notification #RP-3344,14,your refund processed claim complete within
1,Amazon Security Alert: Account Frozen,19,ipad pro logged minute ago verify if you account
1,Your Apple subscription suspended,22,hi following facebook application rate dropped apply now stop opt out
1,Final notice: Your Netflix will end,20,immediate action required your subscription payment failed update payment or call
1,Amazon investment opportunity 500% ROI,19,immediate action required your subscription payment failed update payment or call
1,Amazon investment opportunity 400% ROI,17,netflix requires immediate password update click failure within cause lockout
1,New message from secret admirer,23,hi following microsoft application rate dropped apply now stop opt out
1,Re: Your Facebook inquiry,14,invoice ready view dispute within
1,Payment overdue notice #R-23948,18,immediate action required your subscription payment failed update payment or call
1,Refund confirmation #R-23948,17,immediate action required your subscription payment failed update payment or call
1,Your invoice is available,19,iphone pro logged minute ago verify if you account
1,Crypto Opportunity: 200% ROI guaranteed,15,invoice ready view dispute within
1,Your invoice is available,22,hi following paypal application rate dropped apply now stop opt out
1,PayPal investment opportunity 500% ROI,17,unusual login detected romania account now account suspended
1,Inheritance claim from late relative,15,invoice ready view dispute within
1,Re: Your Microsoft inquiry,14,invoice ready view dispute within
1,Missed delivery confirmation ZX-902,17,your package delivered tracking update now do ignore
1,Crypto Opportunity: 300% ROI guaranteed,23,hi following paypal application rate dropped apply now stop opt out
1,Microsoft eGift card for loyal customers,24,hi following microsoft application rate dropped apply now stop opt out
1,Payment overdue notice #ID2039,14,invoice ready view dispute within
1,Payment overdue notice #7842,14,invoice ready view dispute within
1,Crypto Opportunity: 500% ROI guaranteed,24,dear winner your email annual lottery click here claim expire unsubscribe stop
1,HMRC Tax Refund Approval #R-23948,17,unusual login detected nigeria account now account suspended
1,TikTok Creator Fund Invite,13,earn join now use invitation code
1,Refund confirmation #R-2873-UK,15,google requires immediate password update click failure within cause lockout
1,Suspicious activity on Amazon account,17,unusual login detected russia account now account suspended
1,SSA Tax Refund Approval #R-2873-UK,15,your refund processed claim complete within
1,Missed delivery confirmation EF-789,14,invoice ready view dispute within
1,You've been selected for luxury vacation,25,dear winner your email annual lottery click here claim expire unsubscribe stop
1,Security alert: 7 failed login attempts,20,immediate action required your subscription payment failed update payment or call
1,Payment overdue notice #7842,22,hi following facebook application rate dropped apply now stop opt out
1,Suspicious activity on Facebook account,23,hi following microsoft application rate dropped apply now stop opt out
1,Delivery Problem AB-123,13,your refund processed claim complete within
1,You've been selected for spa weekend,16,your refund processed claim complete within
1,URGENT! Claim your $2500 prize now!!!,20,see messaged microsoft view now offer membership
1,Refund confirmation #R-23948,16,your package delivered tracking update now do ignore
1,Suspicious activity on Microsoft account,19,immediate action required your subscription payment failed update payment or call
1,Delivery Problem ZX-902,17,macbook air logged minute ago verify if you account
1,Gmail Storage Exceeded,11,ca receive new email upgrade cost
1,Security alert: 3 failed login attempts,20,see messaged apple view now offer membership
1,Your Amazon subscription suspended,18,immediate action required your subscription payment failed update payment or call
1,Microsoft: Password expiration,21,hi following microsoft application rate dropped apply now stop opt out
1,Suspicious activity on Facebook account,19,see messaged netflix view now offer membership
1,Suspicious activity on Microsoft account,15,your refund processed claim complete within
1,Apple Security Alert: Account Frozen,17,netflix requires immediate password update click failure within cause lockout
1,New message from your match,17,microsoft requires immediate password update click failure within cause lockout
1,You've been selected for Maldives trip,18,paypal requires immediate password update click failure within cause lockout
1,Delivery Problem AB-123,17,see messaged google view now offer membership
1,Free AirPods with survey!,18,see messaged apple view now offer membership
1,New message from lonely heart,15,invoice ready view dispute within
1,Payment overdue notice #2873,16,unusual login detected china account now account suspended
1,You've been selected for luxury vacation,20,see messaged netflix view now offer membership
1,Re: Your Google inquiry,19,iphone pro logged minute ago verify if you account
1,Critical PayPal Security Alert,53,we detected unusual login attempt unrecognized device account immediate verification required prevent permanent suspension click account now ref failure respond within hour result fund account termination per policy
1,Netflix Refund Notification #R-2873-UK,22,hi following apple application rate dropped apply now stop opt out
1,PayPal: Password expiration,22,dear winner your email annual lottery click here claim expire unsubscribe remove
1,Refund confirmation #R-2873-UK,21,hi following amazon application rate dropped apply now stop opt out
1,Microsoft Refund Notification #R-2873-UK,23,dear winner your email annual lottery click here claim expire unsubscribe stop
1,SSA Tax Refund Approval #R-2873-UK,19,galaxy logged minute ago verify if you account
1,New message from attractive single,19,see messaged paypal view now offer membership
1,Google eGift card for loyal customers,25,dear winner your email annual lottery click here claim expire unsubscribe stop
1,URGENT! Claim your $2500 prize now!!!,20,see messaged paypal view now offer membership
1,New message from your match,19,see messaged google view now offer membership
1,Library Book Biohazard Quarantine,14,item sequencing contained compensation claim case
1,Your Netflix was used on new device,19,unusual login detected russia account now account suspended
1,Inheritance claim from late relative,17,unusual login detected nigeria account now account suspended
1,Facebook: Password expiration,17,see messaged facebook view now offer membership
1,Amazon Refund Notification #R-23948,22,hi following paypal application rate dropped apply now stop opt out
1,Your Microsoft was used on new device,17,your refund processed claim complete within
1,Crypto Opportunity: 300% ROI guaranteed,19,see messaged microsoft view now offer membership
1,You've been selected for luxury vacation,19,your package delivered tracking update now do ignore
1,FBI Tax Refund Approval #RP-3344,24,dear winner your email annual lottery click here claim expire unsubscribe unsubscribe
1,Inheritance claim from late relative,24,dear winner your email annual lottery click here claim expire unsubscribe stop
1,You've been selected for luxury vacation,20,see messaged microsoft view now offer membership
